"CaseNumber","Subject","Priority","Owner","Classification","RelatedObject","WorkbookTheme","DevWorkBucket","DevReadiness","ProposedDryRunAction","TargetApiNames","TargetFieldCount","CandidateActiveFlows","CandidateValidationRules","CandidateTriggers","CandidateApexClasses","CandidateUiBundles","RequiredTestData","ProductionWriteRequiredEventually"
"00009327","creating new equipment","Medium","Jackielyn Fampo","Other","Equipment","New/Edit Workflows, New/Edit Fields","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","Equipment__c","75","Charge_for_Removal_Update_Flow_for_Big_Iron_Equipment; Create_Project_on_Equipment_Storage_Opportunity_Creation; Screen_Flow_Select_Products_to_Invoice_on_Equipment_Storage_Opps","","","","","Equipment__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009479","2159-3504 - Not Updating Usage","Medium","Blake Nielsen","Other","Product","BUG","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","Product2; Product_Analytics__c","610","Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Change_Contract_Line_Item_Product_UK; Delete_Select_Products_from_Opportunity_Screen_Flow; IR_Product_Before_Delete_Total_IR_Product_Cost_Roll_Up; IR_Product_on_create_Total_IR_Product_Cost_Roll_Up","Array_carriage_replacement; Array_drive_switch_or_board_replacement; Array_drive_system_replacement; Array_replacement; Bending_rubber_glue_beads_replacement; Cable_advanced_whitening; Cable_jacket_refurb; Cable_jacket_splice","P_ProductAnalyticsTrigger; UpdateProductFields","AddIRProductServices; AddIRProductServicesTest; addproduct; AddProductPortal; AddProductPortalTestClass","addItemReceiptProductSearchLwc; addItemReceiptProductSelectionsLwc; addProductLwc; addProductMainLwc; addProductSearchLwc","Product2, Product_Analytics__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009489","Sold items appearing in inventory","Medium","Josh Sutton","Administrative (Reports & Dashboards)","Asset2","BUG","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","ProductItem__c","419","Account_Engagement_Bulk_Asset_Copy_Flow; Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Automations; Asset_Check_in_Type; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Auto_Close_SWO_HWO_Scrap_Asset","Approved_Purchase_no_cost_edits; Cannot_Change_Asset_Owner; Cannot_change_cost_once_marked_sold; Cannot_move_without_verifying_numbers; Check_In_Type; Designated_For_Rental_Rule; GE_DISTRIBUTION_PRODUCTS; Generic_Assets_CANNOT_Have_Cost","dlrs_ProductItemTrigger; P_ProductItemTrigger","AddAssetServices; AddAssetServicesTest; dlrs_ProductItemTest; LoanerAssetTriggerHandler; LoanerAssetTriggerHandlerTest","addAssetMainLwc; addAssetSearchLwc; addAssetSelectionsLwc; addAsset; addAssetComponent","ProductItem__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009516","Improvements needed for endoscopy evals and tests","Medium","Natalie Boger","Salesforce Improvement","Evaluation","New/Edit Workflows, New/Edit Fields","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","Evaluation_Natalie__c","133","Auto_Create_Post_Repair_Eval_on_Opp; Case_Online_Repair_Evaluation_Tool; Mark_Asmer_Evaluation_Update_Email_Flow; Send_Post_Repair_Evaluation_Email; US_FSL_RMA_Date_Repair_Evaluation_Sent","Cannot_change_price_in_eval_once_sent","EvalUpdateFields","cAuthURIForEval; EmailPostRepairEvalPDF; EvaluationNat; EvaluationNatTestClass; EvalUpdateFieldsHandler","","Evaluation_Natalie__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009534","Material Transfer Un-reserves Asset","Medium","Dustin Newton","Salesforce Improvement","Asset2","BUG","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","ProductItem__c","419","Account_Engagement_Bulk_Asset_Copy_Flow; Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Automations; Asset_Check_in_Type; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Auto_Close_SWO_HWO_Scrap_Asset","Approved_Purchase_no_cost_edits; Cannot_Change_Asset_Owner; Cannot_change_cost_once_marked_sold; Cannot_move_without_verifying_numbers; Check_In_Type; Designated_For_Rental_Rule; GE_DISTRIBUTION_PRODUCTS; Generic_Assets_CANNOT_Have_Cost","dlrs_ProductItemTrigger; P_ProductItemTrigger","AddAssetServices; AddAssetServicesTest; dlrs_ProductItemTest; LoanerAssetTriggerHandler; LoanerAssetTriggerHandlerTest","addAssetMainLwc; addAssetSearchLwc; addAssetSelectionsLwc; addAsset; addAssetComponent","ProductItem__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009589","SA removed from Gant when SRI completed","Medium","Trudy Gregory","Administrative (Reports & Dashboards)","Work Order","BUG","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","WorkOrder; Work_Order__c","688","Auto_Create_RMAs_from_Work_Orders_for_UK; Contract_Line_Item_Cancel_Work_Orders_on_Decommissioning; Contract_Line_Item_Edit_Multiple_Work_Orders_Screen_Flow; Create_and_Dispatch_Service_Appointment_from_FSL_App; Create_Contract_Line_Items_Entitlements_and_Work_Orders_V4; Create_Field_Service_Work_Order_in_Salesforce; Create_FSL_Work_Order_on_SF_Objects; Create_Pricing_Request_from_Work_Order_Opportunity","Cant_submit_to_shipping_without_location; Cant_Update_US_FSL_Completed_WO; Must_give_reason_for_cancelling; Shipping_Account_Preference_Control; UK_Closed_Work_Order_Must_Have_End_Date","P_ServiceWorkOrderTrigger; TR022_WorkOrder_AfterInsert; TR022_WorkOrder_AfterUpdate; TR022_WorkOrder_BeforeInsert; TR022_WorkOrder_BeforeUpdate; UKBusinessHours; WorkOrderTrigger; WorkOrderUpdate","ContentDocumentLinkToWorkOrderSync; ContentDocumentLinkToWorkOrderSync_Test; dlrs_Harvest_Work_OrderTest; EmailWorkOrderPDF; FslTechnicianOnlineController","fslEditModal; fslHello; fslQuickQuoteGlobalAction; fslWorkOrderCard; workOrderProductHost","WorkOrder, Work_Order__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009601","Invoice I-128167","Medium","Carmen Montalvo","Salesforce Error","Invoice","BUG","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","Invoice__c","218","Create_Credit_Memo_From_Invoice; Disaster_Recovery_Project_Raise_Invoice_from_Charges; Invoice_Automations; Invoice_Create_Invoice_Line_Items; Invoice_Line_Item_On_Update_Sum_Invoice_Total_Sales_Price; Invoice_Object; Invoice_Re_sync_if_Errored; Invoice_Rollups","Billing_and_Shipping_State_Length; Entity_Location_Error; Intacct_Submission_Date_Error; Invoice_Must_Have_Products_to_Sync; Invoice_Not_Open_For_Sync; Rental_Start_and_End_Dates_Cant_Be_Blank","dlrs_InvoiceTrigger; P_InvoiceTrigger","dlrs_InvoiceTest; InvoiceLineItems; InvoiceOppProducts; InvoicePdfGenerator; P_InvoiceTriggerHandler","InvoicePDFDisplayUK; InvoicePDFDisplayUKProForma; InvoicePDFDisplayUKRental; ServiceContractInvoiceDisplay","Invoice__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009684","Re: The shipping tab is not showing on opp","Medium","Immanuel DeCastro","Other","Opportunity","BUG","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","Opportunity; OpportunityLineItem","736","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost; Business_Line_Must_Be_Filled_Out","P_OppLineItemTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; OpportunityAlertController; OpportunityAlertControllerTest; OpportunityLineItemServices; OpportunityLineItemServicesTest","OpportunityAlert","Opportunity, OpportunityLineItem records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009765","Lead Conversion","Medium","Josh Sutton","Other","Lead","BUG","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","Lead","194","Create_NEW_Lead_from_Existing_Contact; FSL_Mobile_Create_Lead_Autolaunched; FSL_Mobile_Create_Lead_US; Lead_Assignment_Flow_New_Simpler_Logic; Lead_Check_for_existing; Lead_Check_for_existing_Account_Account_Name; Lead_Check_for_existing_contact_Email; Lead_Check_for_existing_contact_Phone","Convert_Unknown; Lead_Source_and_Detail_Change; Modality_Field_Must_Be_Filled_Out; Product_Type_Needed; Unqualified_Reason_Required","LeadTrigger; LeadTrigger; LogLeadChange","LeadConversionController; LeadConversionController_NoAssert_Test","leadSmartConvert","Lead records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009807","Return from PO","Medium","Yasmina Rodriguez","Salesforce Error","Purchasing Return","BUG","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","WorkOrder; RMA__c","902","Auto_Create_RMAs_from_Work_Orders_for_UK; Contract_Line_Item_Cancel_Work_Orders_on_Decommissioning; Contract_Line_Item_Edit_Multiple_Work_Orders_Screen_Flow; Create_and_Dispatch_Service_Appointment_from_FSL_App; Create_Contract_Line_Items_Entitlements_and_Work_Orders_V4; Create_Field_Service_Work_Order_in_Salesforce; Create_FSL_Work_Order_on_SF_Objects; Create_Pricing_Request_from_Work_Order_Opportunity","Approving_repairs_that_cannot_be_done; Asset_Must_Be_a_Customer_Repair_on_RMA; Asset_No_to_be_returned_is_not_blank; Cannot_Change_Original_Time_Warranty; Cannot_Change_RMA_Type_After_Received; Cannot_change_status_once_approved; Cant_submit_to_shipping_without_location; Cant_Update_US_FSL_Completed_WO","CreateApprovedRepairs; P_RMATrigger; P_ServiceWorkOrderTrigger; TR022_WorkOrder_AfterInsert; TR022_WorkOrder_AfterUpdate; TR022_WorkOrder_BeforeInsert; TR022_WorkOrder_BeforeUpdate; UKBusinessHours","ContentDocumentLinkToWorkOrderSync; ContentDocumentLinkToWorkOrderSync_Test; dlrs_Harvest_Work_OrderTest; EmailWorkOrderPDF; FslTechnicianOnlineController","fslEditModal; fslHello; fslQuickQuoteGlobalAction; fslWorkOrderCard; workOrderProductHost","WorkOrder, RMA__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009998","System behavior where updating an RMA","Medium","Blake Nielsen","Other","RMA","BUG","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","RMA__c","288","","Approving_repairs_that_cannot_be_done; Asset_Must_Be_a_Customer_Repair_on_RMA; Asset_No_to_be_returned_is_not_blank; Cannot_Change_Original_Time_Warranty; Cannot_Change_RMA_Type_After_Received; Cannot_change_status_once_approved; Fill_out_complaint; Fill_out_customer_expectation","CreateApprovedRepairs; P_RMATrigger","","","RMA__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010115","Missing Exchange Needed Flag","Medium","Kyla Frey","Salesforce Improvement","Product","New/Edit Workflows, New/Edit Fields","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","Product2; Product_Analytics__c","610","Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Change_Contract_Line_Item_Product_UK; Delete_Select_Products_from_Opportunity_Screen_Flow; IR_Product_Before_Delete_Total_IR_Product_Cost_Roll_Up; IR_Product_on_create_Total_IR_Product_Cost_Roll_Up","Array_carriage_replacement; Array_drive_switch_or_board_replacement; Array_drive_system_replacement; Array_replacement; Bending_rubber_glue_beads_replacement; Cable_advanced_whitening; Cable_jacket_refurb; Cable_jacket_splice","P_ProductAnalyticsTrigger; UpdateProductFields","AddIRProductServices; AddIRProductServicesTest; addproduct; AddProductPortal; AddProductPortalTestClass","addItemReceiptProductSearchLwc; addItemReceiptProductSelectionsLwc; addProductLwc; addProductMainLwc; addProductSearchLwc","Product2, Product_Analytics__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010132","Loaner probe product name to pull into report","Medium","Matt Mooney","Administrative (Reports & Dashboards)","Loaner/Loaner Asset","New/Edit Fields","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","Loaner__c; Loaner_Asset__c","85","Finalize_Loaner_Turned_Exchange_for_FSL; Loaner_Asset_Asynchronous_on_create_Loaner_Asset_Roll_Up; Loaner_Asset_Asynchronous_on_create_Loaner_Location_Roll_Up; Loaner_Asset_Asynchronous_on_create_Loaner_Serial_Roll_Up; Loaner_Asset_Asynchronous_on_update_Loaner_Location_Roll_Up; Loaner_Asset_Before_Delete_Loaner_Asset_Roll_Up; Loaner_Asset_Before_Delete_Loaner_Location_Roll_Up; Loaner_Asset_Before_Delete_Loaner_Serial_Roll_Up","Cannot_change_shipping_info_once_shipped; Cannot_submit_to_shipping_without_asset; Cant_submit_to_shipping_without_location; Shipping_Account_Preference_Control","LoanerAssetTrigger; LoanerTrigger","LoanerAssetTriggerHandler; LoanerAssetTriggerHandlerTest; LoanerLineItemServices; LoanerLineItemServicesTest; LoanerTriggerHandler","","Loaner__c, Loaner_Asset__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010152","Seems to be a lot of ex MI stock that hasn't been PA'd","Medium","Nicky Kean","Salesforce Improvement","Asset2","BUG","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","ProductItem__c","419","Account_Engagement_Bulk_Asset_Copy_Flow; Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Automations; Asset_Check_in_Type; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Auto_Close_SWO_HWO_Scrap_Asset","Approved_Purchase_no_cost_edits; Cannot_Change_Asset_Owner; Cannot_change_cost_once_marked_sold; Cannot_move_without_verifying_numbers; Check_In_Type; Designated_For_Rental_Rule; GE_DISTRIBUTION_PRODUCTS; Generic_Assets_CANNOT_Have_Cost","dlrs_ProductItemTrigger; P_ProductItemTrigger","AddAssetServices; AddAssetServicesTest; dlrs_ProductItemTest; LoanerAssetTriggerHandler; LoanerAssetTriggerHandlerTest","addAssetMainLwc; addAssetSearchLwc; addAssetSelectionsLwc; addAsset; addAssetComponent","ProductItem__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010158","Need help with saving a RMA in Salesforce.  Receiving an error.","Medium","Lisa Litviak","Salesforce Error","RMA","BUG","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","RMA__c","288","","Approving_repairs_that_cannot_be_done; Asset_Must_Be_a_Customer_Repair_on_RMA; Asset_No_to_be_returned_is_not_blank; Cannot_Change_Original_Time_Warranty; Cannot_Change_RMA_Type_After_Received; Cannot_change_status_once_approved; Fill_out_complaint; Fill_out_customer_expectation","CreateApprovedRepairs; P_RMATrigger","","","RMA__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010292","Assets being added to OPP","Medium","Gretchen Scarborough","Salesforce Error","Asset2","New/Edit Workflows","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","ProductItem__c","419","Account_Engagement_Bulk_Asset_Copy_Flow; Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Automations; Asset_Check_in_Type; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Auto_Close_SWO_HWO_Scrap_Asset","Approved_Purchase_no_cost_edits; Cannot_Change_Asset_Owner; Cannot_change_cost_once_marked_sold; Cannot_move_without_verifying_numbers; Check_In_Type; Designated_For_Rental_Rule; GE_DISTRIBUTION_PRODUCTS; Generic_Assets_CANNOT_Have_Cost","dlrs_ProductItemTrigger; P_ProductItemTrigger","AddAssetServices; AddAssetServicesTest; dlrs_ProductItemTest; LoanerAssetTriggerHandler; LoanerAssetTriggerHandlerTest","addAssetMainLwc; addAssetSearchLwc; addAssetSelectionsLwc; addAsset; addAssetComponent","ProductItem__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010380","Received Checkbox Workflow","Medium","Blake Nielsen","Other","Asset2","BUG","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","ProductItem__c","419","Account_Engagement_Bulk_Asset_Copy_Flow; Account_Engagement_Sandbox_Production_Bulk_Asset_Copy_Flow; Add_Product_Record_Type_Name_to_Asset_Record; Asset_Automations; Asset_Check_in_Type; Asset_Creation_After_Save_Update_Product_Analytics; Asset_Update_After_Save_Set_Product_Analytics_on_Product_Name_Change; Auto_Close_SWO_HWO_Scrap_Asset","Approved_Purchase_no_cost_edits; Cannot_Change_Asset_Owner; Cannot_change_cost_once_marked_sold; Cannot_move_without_verifying_numbers; Check_In_Type; Designated_For_Rental_Rule; GE_DISTRIBUTION_PRODUCTS; Generic_Assets_CANNOT_Have_Cost","dlrs_ProductItemTrigger; P_ProductItemTrigger","AddAssetServices; AddAssetServicesTest; dlrs_ProductItemTest; LoanerAssetTriggerHandler; LoanerAssetTriggerHandlerTest","addAssetMainLwc; addAssetSearchLwc; addAssetSelectionsLwc; addAsset; addAssetComponent","ProductItem__c records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010649","Make Customer Persona required field for contacts","Medium","Brian Gill","Salesforce Improvement","Contact","New/Edit Workflows","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","Contact","128","Contact_Asynchronous_on_create_Update_Account_Number_of_Contacts; Contact_Asynchronous_on_delete_Update_Account_Number_of_Contacts; Contact_Asynchronous_on_update_Update_Account_Number_of_Contacts; Contact_Master; Create_NEW_Lead_from_Existing_Contact; e2a_Create_an_opportunity_when_e2a_email_attaches_to_existing_contact; Lead_Check_for_existing_contact_Email; Lead_Check_for_existing_contact_Phone","Cant_create_contacts_on_Trisonics","ContactTrigger; LogContactChange","","","Contact records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00010650","""call in"" as Customer Persona","Medium","Brian Gill","Administrative (Reports & Dashboards)","Contact","New/Edit Workflows","Defect investigation","Reproducible in Dev after sanitized records and exact steps are created","Create a minimal reproduction, trace active Flow/Apex/LWC/validation paths, add regression tests, and compare before/after behavior.","Contact","128","Contact_Asynchronous_on_create_Update_Account_Number_of_Contacts; Contact_Asynchronous_on_delete_Update_Account_Number_of_Contacts; Contact_Asynchronous_on_update_Update_Account_Number_of_Contacts; Contact_Master; Create_NEW_Lead_from_Existing_Contact; e2a_Create_an_opportunity_when_e2a_email_attaches_to_existing_contact; Lead_Check_for_existing_contact_Email; Lead_Check_for_existing_contact_Phone","Cant_create_contacts_on_Trisonics","ContactTrigger; LogContactChange","","","Contact records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009302","Request from Mike Wilson","Medium","Lisa Litviak","Other","Permission(s)/Permission Set","Data","Integration / managed package","Partial in Dev - sandbox endpoint or vendor support required","Reproduce with sandbox-safe credentials; trace Flow/Apex/package boundary; test vendor callback; prohibit production endpoint calls.","User","0","PMT_Create_Resource_Availability_on_User_activation1","","","AssignPermissionSet; AssignPermissionSetTest; UserHasAccess; UserHasAccessTest; UserUtilities","","User records with required parents, record types, owners, products and statuses","Yes - data change after approval"
"00009580","Ability to see shipment price once ships","Medium","Justin Wilson","Salesforce Improvement","OTHER","New/Edit Workflows, New/Edit Fields","Integration / managed package","Partial in Dev - sandbox endpoint or vendor support required","Reproduce with sandbox-safe credentials; trace Flow/Apex/package boundary; test vendor callback; prohibit production endpoint calls.","","0","","","","","","Exact production example must be converted to sanitized test data","Only controlled metadata deployment after approval"
"00009614","AvaTax error for lines over 181","Medium","Krystie Green","Salesforce Improvement","AvaTax","New/Edit Workflows","Integration / managed package","Partial in Dev - sandbox endpoint or vendor support required","Reproduce with sandbox-safe credentials; trace Flow/Apex/package boundary; test vendor callback; prohibit production endpoint calls.","Opportunity","572","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost; Business_Line_Must_Be_Filled_Out","P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; OpportunityAlertController; OpportunityAlertControllerTest; OpportunityLineItemServices; OpportunityLineItemServicesTest","OpportunityAlert","Opportunity records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
"00009663","Intacct Sync","Medium","Louise Harrison","Salesforce Error","Intacct","Data","Integration / managed package","Partial in Dev - sandbox endpoint or vendor support required","Reproduce with sandbox-safe credentials; trace Flow/Apex/package boundary; test vendor callback; prohibit production endpoint calls.","Opportunity; Item_Receipt__c; Invoice__c","830","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost","dlrs_InvoiceTrigger; ItemReceiptTrigger; P_InvoiceTrigger; P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; dlrs_InvoiceTest; InvoiceLineItems; InvoiceOppProducts; InvoicePdfGenerator","addItemReceiptProductSearchLwc; addItemReceiptProductSelectionsLwc; itemReceiptProductPaginatorLwc; itemReceiptSelectionLwc; swapItemReceiptProductSelectionsLwc","Opportunity, Item_Receipt__c, Invoice__c records with required parents, record types, owners, products and statuses","Yes - data change after approval"
"00009845","PandaDoc Issue","Medium","Paige Dilick","Other","PandaDoc","BUG","Integration / managed package","Partial in Dev - sandbox endpoint or vendor support required","Reproduce with sandbox-safe credentials; trace Flow/Apex/package boundary; test vendor callback; prohibit production endpoint calls.","Opportunity","572","Auto_Create_Return_Opportunity_for_Exchange_Purchasing_Ops; AvaTax_Opportunity_Automatic_Tax_Calculation_Flow; AvaTax_Opportunity_Existing_Update_Entity_Use_Code_IOR_Transport; AvaTax_Opportunity_New_Update_Entity_Code_IOR_Transport; AvaTax_Opportunity_Update_AvaTax_Message_and_Status; Big_Iron_Purchasing_Opportunity_Updates_Alerts; Cloned_Opportunity_Update_FSR_Attached_and_FSR_Not_Required_to_False; Convert_PRR_to_Purchasing_Opportunity_Screen_Flow","Account_MUST_Match_Bill_To_Account; Account_on_Credit_Hold; Accounting_Contact_Email_Required; Actual_Removal_Date_Not_Future; Bill_and_Ship_Address_Req_for_Closed_Won; Billing_and_Shipping_State_Length; BIPO_Stage_Closed_Lost; Business_Line_Must_Be_Filled_Out","P_OpportunityTrigger; ProcessTemplateFolder","BeforeUpdateOpportunityTest; OpportunityAlertController; OpportunityAlertControllerTest; OpportunityLineItemServices; OpportunityLineItemServicesTest","OpportunityAlert","Opportunity records with required parents, record types, owners, products and statuses","Only controlled metadata deployment after approval"
